citetext,wikihandle,year,citeid,done,datevar,issuevar,volumevar,yearvar,refvar,manual_date
through 2010 lieberthal had hit the 5th-most career home runs of any jewish major league baseball player behindhank greenbergshawn greensid gordon andal rosen and was 7th on the all-time list in hits (behind gordon) and rbis (behind rosen).<ref>{{cite web|url=http://jewishmajorleaguers.org/crrldrs/crrldrs.html|title=jewish major leaguers career leaders|publisher=jewishmajorleaguers.org|date=|accessdate=january 23 2011}}</ref><ref>http://www.jta.org/cgi-bin/iowa/news/article/20070307baseballjews.html new exodus: jewish players in07 jta {{dead link|date=january 2011}}</ref>lieberthals father isjewish and he is therefore considered jewish under reform judaism and is also listed as such by the american jewish historical society and others.<ref>{{cite web|url=http://www.baseball-almanac.com/legendary/jewish_baseball_players.shtml|title=jewish baseball players|publisher=baseball almanac|date=|accessdate=january 23 2011}}</ref><ref>http://www.forward.com/articles/new-cards-mine-baseball-s-jewish-bench/ new cards mine baseballs jewish benchthe forward{{dead link|date=january 2011}}</ref><ref>http://www.jewishsf.com/content/2-0-/module/displaystory/story_id/30002/edition_id/564/format/html/displaystory.html giants to host jewish heritage night<!-- bot generated title --></ref><ref>{{cite web|url=http://reds.enquirer.com/2004/08/30/red2a.html|title=hall of fame celebrates jewish players|author=craig muder|publisher=reds.enquirer.com|date=august 30 2004|accessdate=january 23 2011}}</ref><ref>{{cite journal|url=http://books.google.com/books?id=xisdaaaambaj&pg=pa74&dq=%22mike+lieberthal%22+jewish&hl=en&ei=bah-tfnfo43csapsz-z2ag&sa=x&oi=book_result&ct=result&resnum=5&ved=0ceiq6aewba#v=onepage&q=%22mike%20lieberthal%22%20jewish&f=false|title=shawn green emerges as all-around star for blue jays |work=baseball digest|date=|author=al doyle|accessdate=march 14 2011}}</ref><ref>{{cite web|author=bill francis|url=http://mlb.mlb.com/news/article.jsp?ymd=200408,Mike_Lieberthal,2011,2032,0,,,,,,NA
trent was resigned as a pitcher in july by the braves.<ref>https://thebaseballdigest.wordpress.com/2011/07/15/braves-sign-trent-baker/ braves sign trent bakeraustralian baseball digest</ref>he pitched his first professional game for the bandits on the 5th of november 2011 allowing 3 runs over 3.2 innings in relief.<ref>http://web.theabl.com.au/stats/stats.jsp?pos=p&sid=t4065&t=p_pbp&pid=573575 trent bakerbrisbane bandits profile</ref>,Trent_Baker,2011,2053,0,,,,,,NA
trillo was an integral member of the {{by|1980}} world champion phillies adding solid defense while hitting for over a .300batting averageuntil the middle of september finishing the season with a career-high .292 average.<ref>http://www.baseball-reference.com/players/gl.cgi?n1=trillma01&t=b&year=1980 manny trillo 1980 batting log at baseball reference</ref><ref>http://sportsillustrated.cnn.com/vault/article/magazine/mag1094972/2/index.htmhes the phillies fillip by bruce newman sports illustrated may 28 1979</ref><ref>http://sportsillustrated.cnn.com/vault/article/magazine/mag1123761/index.htmhes hot but not a hot dog by anthony cotton sports illustrated september 8 1980</ref>he won the1980 philadelphia phillies season|1980silver slugger awardfor second basemen which is awarded annually to the bestbatting (baseball)|offensiveplayer at eachbaseball positions|position.<ref>http://www.baseball-reference.com/awards/silver_slugger_nl.shtml#1980 1980 national league silver slugger award winners at baseball reference</ref>in the1980 national league championship seriesagainst the1980 houston astros season|houston astros he posted a .381 batting average with fourruns batted in and teamed up withbake mcbridein the decisive game 5 to relay a throw tohome plate cutting offluis pujolsattempting to score from first base on adouble (baseball)|doublebycraig reynolds (baseball)|craig reynolds.<ref>http://www.baseball-reference.com/boxes/hou/hou198010120.shtml 1980 nlcs game 5 box score at baseball reference</ref><ref>http://www.baseball-reference.com/postseason/1980_nlcs.shtml 1980 nlcs at baseball reference</ref><ref name=phillies capture clubs first world series title>http://books.google.com/books?id=2jadaaaambaj&pg=pa36&lpg=pa36&dq=1980+phillies+capture+clubs+first+world+series+title&source=bl&ots=ppjfmure0r&sig=eiuzft4rbkib7rce-oe1wdttlr4&hl=en&ei=jqzqtk7diygc8gb3ia3bdq&sa=x&oi=book_result&ct=result&resnu,Manny_Trillo,2011,2057,0,,,,,,NA
when you mention norm cash i just smile saidal kaline who had a locker adjacent to cashs for years. he was just a fun guy to be around and a great teammate. he always came ready to play. <ref name=baseball digest/>,Norm_Cash,2009,2080,0,,,,,,NA
when you mention norm cash i just smile saidal kaline who had a locker adjacent to cashs for years. he was just a fun guy to be around and a great teammate. he always came ready to play.<ref name=baseball digest/>,Norm_Cash,2013,2081,0,,,,,,NA
while hisrange factordemonstrates his superior speed and ability to get to the ball shindle was not as talented at handling the balls once he got to them. in 1890 shindle played shortstop for philadelphia in the players league and was charged with 122 errors (119 at shortstop and 3 at third base). shindles 122 errors in 1890 is the all time record for most errors by a major league player at any position.<ref>http://findarticles.com/p/articles/mi_m0fci/is_7_62/ai_102520517/pg_6 deficient defenders: many players have earned reputations as good hit no field performers - descriptions of play of baseball players|baseball digest|find articles at bn...<!-- bot-generated title -->at findarticles.com</ref>,Billy_Shindle,2011,2085,0,,,,,,NA
while hisrange factordemonstrates his superior speed and ability to get to the ball shindle was not as talented at handling the balls once he got to them. in 1890 shindle played shortstop for philadelphia in the players league and was charged with 122 errors (119 at shortstop and 3 at third base). shindles 122 errors in 1890 is the all-time record for most errors by a major league player at any position.<ref>http://findarticles.com/p/articles/mi_m0fci/is_7_62/ai_102520517/pg_6 deficient defenders: many players have earned reputations as good hit no field performers - descriptions of play of baseball players|baseball digest|find articles at bn...<!-- bot-generated title -->at findarticles.com</ref>,Billy_Shindle,2013,2086,0,,,,,,NA
while serving as the white sox hitting coach he died inkey biscayne floridaat the age of 50 after a long bout withcancer. since his death no white sox player or coach (except lau disciplewalt hriniak the chisoxhitting coach from 1989 to 1995<ref>http://books.google.com/books/serial/issn:0005609x?rview=1&source=gbs_navlinks_sbaseball digestofficial chicago white sox roster; april 1989 p. 105; april 1990-91-92 p. 103; april 1993 p. 101; april 1994 p. 100; july 1995 p. 83</ref>) has worn his number 6 jersey<ref>http://blogs.chicagosports.chicagotribune.com/sports_hardball/2009/08/sox-rios-on-board-with-changes-beckham-keeps-no-15-no-more-deals-anticipated.html</ref>although it has not been officially retired.<ref>http://chicago.whitesox.mlb.com/cws/history/retired_numbers.jsp</ref>the baseball field atromulus senior high schoolin his hometown is named the charley lau baseball field.,Charley_Lau,2013,2089,0,,,,,,1989
while serving as the white sox hitting coach he died inkey biscayne floridaat the age of 50 after a long bout withcancer. since his death no white sox player or coach (except lau disciplewalt hriniak the chisoxhitting coach from 19891995<ref>http://books.google.com/books/serial/issn:0005609x?rview=1&source=gbs_navlinks_sbaseball digestofficial chicago white sox roster; april 1989 p. 105; april 1990-91-92 p. 103; april 1993 p. 101; april 1994 p. 100; july 1995 p. 83</ref>) has worn his number 6 jersey<ref>http://blogs.chicagosports.chicagotribune.com/sports_hardball/2009/08/sox-rios-on-board-with-changes-beckham-keeps-no-15-no-more-deals-anticipated.html</ref>although it has not been officially retired.<ref>http://chicago.whitesox.mlb.com/cws/history/retired_numbers.jsp</ref>the baseball field atromulus senior high schoolin his hometown is named the charley lau baseball field.,Charley_Lau,2010,2090,0,,,,,,1989
whitlow retired from the u.s. air force in 1963 at the rank ofcolonel (united states)|colonel<ref>http://pqasb.pqarchiver.com/chicagotribune/access/581208532.html?dids=581208532:581208532&fmt=abs&fmts=abs:ai&type=historic&date=jan+11%2c+1963&author=&pub=chicago+tribune&desc=portrait+of+whitlow%3a+a+west+point+man&pqatl=google portrait of whitlow: a west point man; portrait of newest cub in the denchicago daily tribune p. c1 january 11 1963.</ref>and was appointed as athletic director of thechicago cubsbaseball club.<ref>http://pqasb.pqarchiver.com/chicagotribune/access/581224622.html?dids=581224622:581224622&fmt=abs&fmts=abs:ai&type=historic&date=jan+16%2c+1963&author=&pub=chicago+tribune&desc=new+cub+%27director%27+looks+up+from+9th%2c+sees+pennant&pqatl=google new cubdirectorlooks up from 9th sees pennantchicago daily tribune january 16 1963.</ref>the position was created as part of thecollege of coachesexperiment and outranked general managerjohn holland (baseball executive)|john holland. the unique arrangement was widely ridiculed by people associated with the franchise.<ref>http://books.google.com/books?id=ts4daaaambajbaseball digest vol. 66 no. 2 p. 18 may 2007 lakeside publishing co. issn 0005-609x.</ref>one of his contributions was the installation of weight training equipment in the teams clubhouse an uncommon practice at the time.<ref>jerome holtzman and george vasshttp://books.google.com/books?id=nt_v8-trziicbaseball chicago style: a tale of two teams one city pp. 259&ndash;260 bonus books inc. 2001 isbn 1-56625-170-2.</ref>whitlow remained with the organization for two years.<ref>http://pqasb.pqarchiver.com/chicagotribune/access/7976020.html?dids=7976020:7976020&fmt=abs&fmts=abs:ft&type=current&date=feb+20%2c+1994&author=holtzman%2c+jerome&pub=chicago+tribune&desc=college+of+coaches+got+failing+grade+from+ad+whitlow&pqatl=google college of coaches got failing grade from ad whitlowchicago tribune february 2,Robert_V._Whitlow,2012,2095,0,,,,,,2007
